,id_mission,id_report,id_labdoc,id_trace,n_users,teacher,n_tokens,n_segments,eqc,coec,eqc_low,eqc_mid,eqc_high,eqc_membership,eqc_degree,coec_low,coec_mid,coec_high,coec_membership,coec_degree
39325,1212,28608,263043,4114835,2,0,119,5,0.06,0.05,0.85,0.15,0.0,eqc_low,0.85,0.86,0.14,0.0,coec_low,0.86
39334,1212,28632,264117,4139472,2,0,199,7,0.44,0.06,0.0,0.92,0.08,eqc_mid,0.92,0.83,0.17,0.0,coec_low,0.83
39335,1212,28632,264116,4139533,2,0,132,7,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39342,1212,28468,263069,4158730,2,0,95,4,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39344,1212,28468,263423,4165466,3,0,60,2,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39352,1212,28470,263922,4165167,2,0,84,5,0.28,0.27,0.3,0.7,0.0,eqc_mid,0.7,0.23,0.77,0.0,coec_mid,0.77
39353,1212,28470,263940,4165494,2,0,36,4,0.5,0.17,0.0,0.81,0.19,eqc_mid,0.81,0.51,0.49,0.0,coec_low,0.51
39364,1212,28624,261989,4103526,2,0,476,19,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39365,1212,28624,261687,4129833,2,0,96,6,0.04,0.03,0.9,0.1,0.0,eqc_low,0.9,0.91,0.09,0.0,coec_low,0.91
39378,1212,28620,262234,4102994,2,0,34,3,0.8,0.72,0.0,0.23,0.77,eqc_high,0.77,0.0,0.22,0.78,coec_high,0.78
39381,1212,28620,262230,4129962,2,0,64,5,0.78,0.06,0.0,0.27,0.73,eqc_high,0.73,0.83,0.17,0.0,coec_low,0.83
39392,1202,27643,255089,3917987,2,0,85,6,0.62,0.62,0.0,0.74,0.26,eqc_mid,0.74,0.0,0.47,0.53,coec_high,0.53
39398,1202,27659,252785,3871598,2,0,557,25,0.12,0.03,0.74,0.26,0.0,eqc_low,0.74,0.91,0.09,0.0,coec_low,0.91
39402,1202,27707,252592,3821331,2,0,228,20,0.22,0.17,0.51,0.49,0.0,eqc_low,0.51,0.51,0.49,0.0,coec_low,0.51
39405,1202,27718,254831,3915173,2,0,140,31,0.8,0.29,0.0,0.46,0.54,eqc_high,0.54,0.17,0.83,0.0,coec_mid,0.83
39410,1202,27751,252333,3817969,2,0,226,25,0.14,0.1,0.69,0.31,0.0,eqc_low,0.69,0.71,0.29,0.0,coec_low,0.71
39417,1202,27763,252969,3877199,2,0,472,15,0.12,0.11,0.74,0.26,0.0,eqc_low,0.74,0.68,0.32,0.0,coec_low,0.68
39423,1202,27675,252627,3831485,2,0,379,13,0.94,0.03,0.0,0.25,0.75,eqc_high,0.75,0.91,0.09,0.0,coec_low,0.91
39433,1202,27653,252781,3864889,2,0,749,42,0.2,0.19,0.56,0.44,0.0,eqc_low,0.56,0.46,0.54,0.0,coec_mid,0.54
39438,1202,27742,252337,3875676,2,0,296,19,0.5,0.27,0.0,0.92,0.08,eqc_mid,0.92,0.23,0.77,0.0,coec_mid,0.77
39442,1202,27629,252836,3917194,2,0,279,21,0.62,0.21,0.0,0.74,0.26,eqc_mid,0.74,0.4,0.6,0.0,coec_mid,0.6
39444,1202,27629,252835,3868710,2,0,10,2,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39454,1202,27726,252656,3835780,2,0,137,8,0.7,0.13,0.0,0.62,0.38,eqc_mid,0.62,0.63,0.37,0.0,coec_low,0.63
39458,1202,27694,252244,3814116,2,0,149,6,0.04,0.03,0.91,0.09,0.0,eqc_low,0.91,0.91,0.09,0.0,coec_low,0.91
39461,1202,27667,254416,3916076,2,0,1,1,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39464,1202,27667,252580,3914621,2,0,502,21,1.0,0.05,0.0,0.15,0.85,eqc_high,0.85,0.86,0.14,0.0,coec_low,0.86
39469,1202,27661,252342,3913344,2,0,132,4,0.42,0.4,0.09,0.9,0.02,eqc_mid,0.9,0.0,0.9,0.1,coec_mid,0.9
39471,1202,27661,252359,3913327,2,0,38,2,0.88,0.76,0.0,0.34,0.66,eqc_high,0.66,0.0,0.2,0.8,coec_high,0.8
39475,1202,27747,252334,3814605,2,0,238,26,0.32,0.13,0.29,0.71,0.0,eqc_mid,0.71,0.63,0.37,0.0,coec_low,0.63
39476,1202,27747,252782,3875842,2,0,238,19,0.38,0.13,0.15,0.85,0.0,eqc_mid,0.85,0.63,0.37,0.0,coec_low,0.63
39481,1202,27721,252948,3876946,2,0,313,14,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
39484,1202,27754,252368,3892042,2,0,187,7,0.68,0.3,0.0,0.65,0.35,eqc_mid,0.65,0.14,0.86,0.0,coec_mid,0.86
39489,1202,27645,252572,3823998,2,0,307,7,0.14,0.07,0.69,0.31,0.0,eqc_low,0.69,0.8,0.2,0.0,coec_low,0.8
39499,1202,27679,254427,3915333,2,0,146,8,0.12,0.12,0.74,0.26,0.0,eqc_low,0.74,0.65,0.35,0.0,coec_low,0.65
39500,1202,27679,252655,3873224,2,0,413,16,0.86,0.44,0.0,0.37,0.63,eqc_high,0.63,0.0,0.82,0.18,coec_mid,0.82
39506,1202,27760,252824,3915277,2,0,349,33,0.58,0.13,0.0,0.8,0.2,eqc_mid,0.8,0.63,0.37,0.0,coec_low,0.63
39515,1202,27720,254724,3911511,2,0,245,11,0.18,0.13,0.6,0.4,0.0,eqc_low,0.6,0.63,0.37,0.0,coec_low,0.63
39519,1202,27676,252336,3809028,2,0,242,15,0.86,0.0,0.0,0.37,0.63,eqc_high,0.63,1.0,0.0,0.0,coec_low,1.0
39522,1202,27708,252895,3843827,2,0,79,2,0.46,0.45,0.04,0.91,0.05,eqc_mid,0.91,0.0,0.8,0.19,coec_mid,0.8
39528,1202,27758,252537,3820337,2,0,91,6,0.02,0.02,0.96,0.04,0.0,eqc_low,0.96,0.94,0.06,0.0,coec_low,0.94
39529,1202,27758,253055,3873295,2,0,73,11,0.02,0.03,0.96,0.04,0.0,eqc_low,0.96,0.91,0.09,0.0,coec_low,0.91
39536,1202,27633,252748,3901386,2,0,570,9,0.06,0.06,0.87,0.13,0.0,eqc_low,0.87,0.83,0.17,0.0,coec_low,0.83
39542,1202,27770,252617,3819997,2,0,63,4,0.0,0.0,1.0,0.0,0.0,eqc_low,1.0,1.0,0.0,0.0,coec_low,1.0
